x1;x2;x3;x4;x5;f3
0.03125;0.078125;0.703125;994.8506224;1.000000673;0.319438282
0.03125;0.078125;1.328125;994.8506224;1.000000673;0.40287085
0.03125;0.078125;1.953125;994.8506224;1.000000673;0.434436064
0.03125;0.078125;2.578125;994.8506224;1.000000673;0.455977953
0.0203125;0.078125;1.5625;994.8506224;1.000000673;0.32
0.0234375;0.078125;1.5625;994.8506224;1.000000673;0.349285714
0.0265625;0.078125;1.5625;994.8506224;1.000000673;0.38
0.03125;0.078125;1.5625;994.8506224;1.000000673;0.414285714
0.020253165;0.063291139;1.265822785;994.8506224;1.000000673;0.279285714
0.025;0.125;1.5625;994.8506224;1.000000673;0.42
0.016494845;0.082474227;1.030927835;994.8506224;1.000000673;0.242142857
0.020253165;0.139240506;1.265822785;994.8506224;1.000000673;0.365
0.023333333;0.066666667;1;1135.929461;1.000000673;0.326598632
0.011666667;0.166666667;1;1135.929461;0.267949313;0.206196525
0.005833333;0.166666667;1;1135.929461;1.000000673;0.125390546
0.003888889;0.166666667;1;1135.929461;1.000000673;0.126190476
0.017857143;0.285714286;1;1135.929461;0.267949313;0.452761208
0.002336449;0.196261682;1;1135.929461;0.267949313;0.106998122
0.021666667;0.166666667;1;945.0580913;1.000000673;0.412393049
0.014285714;0.142857143;0.714285714;2223.06639;0.198912455;0.468571429
0.014285714;0.142857143;1.428571429;2223.06639;0.198912455;0.510632111
0.014285714;0.142857143;2.142857143;2223.06639;0.198912455;0.631373759
0.021428571;0.142857143;1.071428571;2223.06639;0.198912455;0.629868791
0.021428571;0.142857143;1.785714286;2223.06639;0.198912455;0.660916031
0.028571429;0.142857143;0.714285714;2223.06639;0.198912455;0.771428571
0.028571429;0.142857143;1.428571429;2223.06639;0.198912455;0.787413908
0.028571429;0.142857143;2.142857143;2223.06639;0.198912455;0.919224107
0.035714286;0.142857143;1.071428571;2223.06639;0.198912455;0.853238927
0.035714286;0.142857143;1.785714286;2223.06639;0.198912455;0.913898244
0.014285714;0.017857143;0.357142857;2223.06639;0.198912455;0.135360441
0.014285714;0.053571429;0.357142857;2223.06639;0.198912455;0.275771645
0.014285714;0.142857143;0.357142857;2223.06639;0.198912455;0.476792001
0.028571429;0.035714286;0.357142857;2223.06639;0.198912455;0.267690424
0.028571429;0.071428571;0.357142857;2223.06639;0.198912455;0.490934137
0.05;0.017857143;0.357142857;2223.06639;0.198912455;0.274761492
0.05;0.053571429;0.357142857;2223.06639;0.198912455;0.514167645
0.05;0.142857143;0.357142857;2223.06639;0.198912455;0.945502782
0.01125;0.128333333;1.208333333;1330.730769;0.267949313;0.31068144
0.01125;0.128333333;1.208333333;1305.603774;0.267949313;0.2800621
0.01125;0.128333333;1.208333333;1330.730769;0.267949313;0.302418413
0.01125;0.128333333;1.208333333;1330.730769;0.267949313;0.28941568
0.01125;0.1175;1.208333333;1343.660194;0.267949313;0.299901755
0.01125;0.088333333;1.208333333;1330.730769;0.267949313;0.262571327
0.01125;0.128333333;1.416666667;1305.603774;0.267949313;0.294018246
0.01125;0.128333333;1.541666667;1330.730769;0.267949313;0.300042284
0.009583333;0.128333333;1.416666667;994.2380952;0.267949313;0.248695275
0.011666667;0.128333333;1.208333333;881.8571429;0.267949313;0.260474112
0.006;0.068444444;0.555555556;1318.047619;0.267949313;0.089899036
0.006;0.068444444;0.644444444;1318.047619;0.267949313;0.084308046
0.006;0.068444444;0.644444444;1318.047619;0.267949313;0.08346916
0.006;0.068444444;0.644444444;1318.047619;0.267949313;0.087244147
0.006;0.054888889;0.644444444;1318.047619;0.267949313;0.081791388
0.006;0.068444444;0.644444444;1162.865546;0.267949313;0.085985818
0.003791209;0.083736264;1.340659341;845.473029;1.000000673;0.087934744
0.003791209;0.101208791;0.67032967;845.473029;1.000000673;0.063625283
0.003791209;0.101208791;1.340659341;845.473029;1.000000673;0.102249703
0.003791209;0.101208791;2.010989011;845.473029;1.000000673;0.1035233
0.003791209;0.111648352;1.505494505;845.473029;1.000000673;0.106138848
0.003791209;0.125604396;0.78021978;845.473029;1.000000673;0.093823328
0.003791209;0.125604396;1.340659341;845.473029;1.000000673;0.094069726
0.005164835;0.101208791;1;1064.560166;1.000000673;0.123127372
0.007362637;0.101208791;0.67032967;1033.854772;1.000000673;0.185091733
0.017913386;0.166666667;1.988188976;2404.932203;1.000000673;0.57448499
0.017913386;0.125;2.158792651;2404.932203;1.000000673;0.559193816
0.031889764;0.166666667;1.377952756;2420.186441;1.000000673;1.173111451
0.031889764;0.25;1.220472441;2420.186441;1.000000673;1.236025684
0.009539474;0.125;3.006578947;1442.983402;0.267949313;0.177088245
0.007236842;0.125;2.605263158;2455.431535;0.267949313;0.208186405
0.019276316;0.125;2.605263158;978.253112;0.267949313;0.527644853
0.014144737;0.125;3.006578947;978.253112;0.267949313;0.193794683
0.014144737;0.125;3.006578947;870.3692946;0.267949313;0.153699231
0.019276316;0.125;3.006578947;870.3692946;1.000000673;0.223866272
0.019276316;0.125;3.006578947;870.3692946;0.267949313;0.207159834
0.019276316;0.125;2.006578947;870.3692946;0.267949313;0.241309298
0.019276316;0.125;2.006578947;870.3692946;0.267949313;0.241309298
0.019276316;0.167105263;3.006578947;870.3692946;0.267949313;0.200477258
0.010034247;0.130136986;3.099315068;870.3692946;0.267949313;0.142461963
0.010592105;0.125;3.006578947;870.3692946;0.267949313;0.12696893
0.023026316;0.125;3.006578947;1028.045643;0.267949313;0.270644299
0.023026316;0.125;2.006578947;1028.045643;0.267949313;0.310839096
0.023026316;0.167105263;3.006578947;1028.045643;0.267949313;0.280668162
0.011986301;0.130136986;3.099315068;1028.045643;0.267949313;0.163831258
0.03125;0.078125;1.015625;994.8506224;1.000000673;0.380963828
0.03125;0.078125;1.640625;994.8506224;1.000000673;0.404301459
0.03125;0.078125;2.265625;994.8506224;1.000000673;0.462681959
0.01875;0.078125;1.5625;994.8506224;1.000000673;0.306428571
0.021875;0.078125;1.5625;994.8506224;1.000000673;0.33
0.025;0.078125;1.5625;994.8506224;1.000000673;0.359285714
0.028125;0.078125;1.5625;994.8506224;1.000000673;0.398571429
0.025;0.078125;1.5625;994.8506224;1.000000673;0.340714286
0.016494845;0.051546392;1.030927835;994.8506224;1.000000673;0.213571429
0.020253165;0.101265823;1.265822785;994.8506224;1.000000673;0.332857143
0.025;0.171875;1.5625;994.8506224;1.000000673;0.47
0.016494845;0.113402062;1.030927835;994.8506224;1.000000673;0.264285714
0.023333333;0.066666667;2;1135.929461;1.000000673;0.305170857
0.011666667;0.166666667;2;1135.929461;0.267949313;0.198292027
0.005833333;0.166666667;2;1135.929461;1.000000673;0.129903811
0.003888889;0.166666667;2;1135.929461;1.000000673;0.127952656
0.008333333;0.166666667;1;1135.929461;0.267949313;0.16495722
0.043333333;0.166666667;1;945.0580913;1.000000673;0.705686331
0.010833333;0.166666667;1;945.0580913;0.267949313;0.26244533
0.014285714;0.142857143;1.071428571;2223.06639;0.198912455;0.502145397
0.014285714;0.142857143;1.785714286;2223.06639;0.198912455;0.543460004
0.021428571;0.142857143;0.714285714;2223.06639;0.198912455;0.605714286
0.021428571;0.142857143;1.428571429;2223.06639;0.198912455;0.641951942
0.021428571;0.142857143;2.142857143;2223.06639;0.198912455;0.778185684
0.028571429;0.142857143;1.071428571;2223.06639;0.198912455;0.733680499
0.028571429;0.142857143;1.785714286;2223.06639;0.198912455;0.790569415
0.035714286;0.142857143;0.714285714;2223.06639;0.198912455;0.771428571
0.035714286;0.142857143;1.428571429;2223.06639;0.198912455;0.883883476
0.035714286;0.142857143;2.142857143;2223.06639;0.198912455;1.003764682
0.014285714;0.035714286;0.357142857;2223.06639;0.198912455;0.195969594
0.014285714;0.071428571;0.357142857;2223.06639;0.198912455;0.331330035
0.028571429;0.017857143;0.357142857;2223.06639;0.198912455;0.203040661
0.028571429;0.053571429;0.357142857;2223.06639;0.198912455;0.382847814
0.028571429;0.142857143;0.357142857;2223.06639;0.198912455;0.703066171
0.05;0.035714286;0.357142857;2223.06639;0.198912455;0.422243764
0.05;0.071428571;0.357142857;2223.06639;0.198912455;0.6151829
0.01125;0.128333333;1.208333333;1305.603774;0.267949313;0.318357248
0.01125;0.128333333;1.208333333;1318.047619;0.267949313;0.269282415
0.01125;0.128333333;1.208333333;1330.730769;0.267949313;0.304515628
0.01125;0.128333333;1.208333333;1330.730769;0.267949313;0.297385097
0.01125;0.14625;1.208333333;1330.730769;0.267949313;0.312485045
0.01125;0.102916667;1.208333333;1343.660194;0.267949313;0.287737908
0.01125;0.128333333;1.208333333;1153.166667;0.267949313;0.270540744
0.01125;0.128333333;1.541666667;1318.047619;0.267949313;0.283332008
0.009583333;0.128333333;2.208333333;994.2380952;0.267949313;0.237973936
0.011666667;0.128333333;1.5;899;0.267949313;0.269170063
0.006222222;0.068444444;0.666666667;873.5283019;0.267949313;0.07773609
0.006;0.068444444;0.688888889;1318.047619;0.267949313;0.091685268
0.006;0.068444444;0.644444444;1318.047619;0.267949313;0.089341362
0.006;0.068444444;0.644444444;1318.047619;0.267949313;0.091019134
0.006;0.062666667;0.644444444;1318.047619;0.267949313;0.087244147
0.006;0.078;0.644444444;1318.047619;0.267949313;0.094794121
0.003791209;0.083736264;1;845.473029;1.000000673;0.066299354
0.003791209;0.083736264;1.67032967;845.473029;1.000000673;0.098933627
0.003791209;0.101208791;1;845.473029;1.000000673;0.087609861
0.003791209;0.101208791;1.67032967;845.473029;1.000000673;0.104429939
0.003791209;0.111648352;1;845.473029;1.000000673;0.099449032
0.003791209;0.111648352;1.67032967;845.473029;1.000000673;0.106262044
0.003791209;0.125604396;1;845.473029;1.000000673;0.099449032
0.005164835;0.101208791;0.67032967;1064.560166;1.000000673;0.115682333
0.005164835;0.111648352;1;1064.560166;1.000000673;0.142070045
0.007362637;0.125604396;0.582417582;1033.854772;1.000000673;0.195467509
0.017913386;0.166666667;0.997375328;2404.932203;1.000000673;0.660472929
0.017913386;0.125328084;1.082677165;2404.932203;1.000000673;0.645041982
0.031889764;0.166666667;0.688976378;2420.186441;1.000000673;1.24775795
0.031889764;0.25;0.853018373;2420.186441;1.000000673;1.309322329
0.013092105;0.125;3.006578947;1451.282158;0.267949313;0.243913998
0.019276316;0.125;2.605263158;2438.834025;0.267949313;0.527644853
0.014144737;0.125;3.006578947;978.253112;1.000000673;0.163723094
0.014144737;0.125;3.006578947;978.253112;0.267949313;0.193794683
0.019276316;0.125;5.934210526;870.3692946;0.267949313;0.199778147
0.019276316;0.125;3.006578947;870.3692946;0.267949313;0.207159834
0.019276316;0.125;3.006578947;870.3692946;0.267949313;0.207159834
0.019276316;0.125;2.006578947;870.3692946;0.267949313;0.241309298
0.019276316;0.082894737;3.006578947;870.3692946;0.267949313;0.207159834
0.012157676;0.117842324;3;870.3692946;0.267949313;0.164700344
0.010034247;0.086986301;3.099315068;870.3692946;0.267949313;0.123467035
0.023026316;0.125;4.177631579;1028.045643;0.267949313;0.280621083
0.023026316;0.125;3.006578947;1028.045643;0.267949313;0.270644299
0.023026316;0.125;1;1028.045643;0.267949313;0.341823709
0.014522822;0.117842324;3;1028.045643;0.267949313;0.199234287
0.011986301;0.130136986;1.565068493;1028.045643;0.267949313;0.210501121
